2202961,365
2202960,365
2203202,365
2202959,365
2202958,365
986415,350
986416,350
986417,350
2349961,352
2349962,352
2349964,356
2349965,360
2374538,320
2416790,350
2416794,350
2416791,350
2416792,350
2416793,350
2416796,350
2144839,355
2144842,425
1996791,350
1996796,350
1996800,350
1996795,350
1996738,350
1996792,350
1996798,350
1996797,350
1996799,350
1996801,350
1996793,350
1996737,350
1996803,350
2039972,360
2039970,360
2039971,360
1013281,365
1013283,365
1013284,365
1013280,365
133946,365
1211920,365
1211921,365
2005656,360
198236,360
198239,360
198242,360
198237,360
2034779,372
2034780,372
876712,372
838846,372
838852,372
1960448,360
1960449,360
1960446,360
1888943,360
1888939,360
1888944,360
1888941,360
1888942,360
2105005,360
2105006,360
1585191,375
1585192,375
1585530,420
1585529,375
1585527,375
1585526,375
1585525,375
1585190,375
1152188,360
1123073,360
1062130,360
1062131,360
1062132,360
1062286,360
1062136,360
200365,360
266315,360
1062134,360
814674,360
1062137,360
203802,360
266313,355
2074455,350
2074456,350
2105821,350
2074457,350
2048827,356
2048830,341
2048824,369
2048828,352
1476246,360
1476241,360
1476248,360
1476247,360
1476244,360
736129,360
2429961,280
2429967,280
2429962,280
2447655,325
2467951,325
2467952,325
2467494,265
2467495,262
2467496,269
2467497,261
2467498,331
2467499,328
2467500,326
2467501,316
2144839,355
2144842,425
1995845,300
1995846,300
1999342,300
1995847,300
1999343,300
1999344,300
1505303,460
1505304,461
1829011,461
1992241,355
1992242,355
2021079,355
2084192,450
(C12H24O6)CsCu2Br3,365
2371444,250
2408590,250
2456019,444
2323771,260
R-MBA4Cu4I8-2H2O,322
S-MBA4Cu4I8-2H2O,321
2236271,240
2236273,240
2253788,240
2121297,300
2513886,329
2513887,310
2513888,310
2513891,350
2513890,350
1496395,390
1496396,390
2392556,358
2392565,397
2392566,450
2258339,365
2483059,340
2483062,339
2483063,340
2483061,340
1888940,360
1529811,360
1529812,360
1529813,360
1529809,360
1529815,360
1529816,360
1498474,360
1529814,360
1529810,360
1529817,360
1579827,440
1579828,440
1579829,440
1579830,440
1943654,380
1943659,380
1943661,380
1943658,380
1943660,380
1943655,380
1943652,380
1943653,380
2032011,360
1943651,360
2032012,360
2387357,382
2387361,385
2387371,385
1582206,360
1582204,347
875630,300
875631,290
2227210,360
2227209,360
2227207,360
2227208,360
2227211,360
2260238,450
2350403,450
